id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
CLI_001651,Fabiola,Rincón,DNI,719692011,2001-03-29,2025-06-24 18:15:09,BAS,707.0,Ciudad de México,CDMX,Activo,Web
CLI_001652,Alexander,Romero,CC,806680642,1965-11-22,2025-11-10 19:35:31,STD,682.0,Buenos Aires,CABA,Activo,Referido
CLI_001653,Joaquín,Rojas,CC,544246035,2004-03-07,2026-05-08 09:35:43,BAS,669.0,Ciudad de México,CDMX,Activo,Referido
CLI_001654,Luz,Arias,CE,40578211,1979-07-19,2026-05-20 00:18:56,STD,614.0,Buenos Aires,CABA,Activo,Campaña
CLI_001655,Elena,Padrón,CE,59928404,1988-01-16,2025-06-14 06:58:45,STD,683.0,Ciudad de México,CDMX,Activo,Web
CLI_001656,José,Arteaga,CC,108917281,1984-11-15,2025-08-01 10:16:31,BAS,620.0,Lima,Lima,Activo,Campaña
CLI_001657,Camila,Aranda,CE,154316695,2006-01-15,2025-11-28 08:49:56,PRM,666.0,Buenos Aires,CABA,Activo,App
CLI_001658,Gerónimo,Palacios,CC,356685954,1964-04-08,2025-09-29 22:44:46,STD,781.0,Lima,Lima,Activo,App
CLI_001659,Gabriel,Rojas,CC,145112134,1973-03-17,2025-12-03 13:19:26,BAS,549.0,Buenos Aires,CABA,Activo,Web
CLI_001660,Camilo,Ardila,DNI,443618323,1970-08-01,2025-08-27 14:17:43,BAS,763.0,Bogotá,Cundinamarca,Activo,Web
CLI_001661,Jairo,de la Rosa,CE,772851119,1961-02-25,2025-08-27 20:33:17,ELT,781.0,Lima,Lima,Activo,Referido
CLI_001662,Eduardo,Maldonado,CE,412406970,1989-12-11,2026-03-23 02:43:18,STD,638.0,Lima,Lima,Activo,App
CLI_001663,Yadira,Díaz,DNI,61559392,2006-03-26,2026-03-18 11:16:05,STD,437.0,Santiago,Metropolitana,Inactivo,App
CLI_001664,Abril,Tamayo,CC,436021671,2001-07-14,2025-07-26 12:25:55,BAS,589.0,Ciudad de México,CDMX,Activo,Campaña
CLI_001665,Mariana,Armenta,CE,495443094,1978-09-28,2026-04-30 02:09:40,ELT,779.0,Buenos Aires,CABA,Activo,Referido
CLI_001666,Fredy,Contreras,DNI,835182458,1983-04-28,2025-12-29 23:57:54,STD,647.0,Lima,Lima,Activo,Web
CLI_001667,Nora,Cerón,DNI,499965577,1956-03-21,2025-09-08 03:25:23,STD,550.0,Santiago,Metropolitana,Activo,Referido
CLI_001668,Juliana,Morales,CE,467966476,1988-11-24,2026-03-24 10:11:08,STD,599.0,Bogotá,Cundinamarca,Inactivo,Web
CLI_001669,Martha,Cordero,CC,139147244,1991-08-11,2025-07-07 17:34:56,STD,734.0,Santiago,Metropolitana,Activo,Referido
CLI_001670,Jonás,Gómez,CC,940899253,2000-01-31,2025-09-28 05:43:50,ELT,704.0,Buenos Aires,CABA,Activo,Web
CLI_001671,Eloisa,Henao,CC,223327931,1971-04-08,2025-07-26 00:49:05,STD,626.0,Ciudad de México,CDMX,Activo,Web
CLI_001672,Vladimir,Jaimes,CC,869272620,2001-04-18,2026-01-05 14:26:59,STD,613.0,Buenos Aires,CABA,Activo,Web
CLI_001673,Juan,Álvarez,DNI,691087988,2001-12-04,2025-10-24 10:19:59,PRM,610.0,Ciudad de México,CDMX,Activo,Web
CLI_001674,Hernán,Prieto,CE,931587453,1984-01-13,2025-12-28 00:49:20,BAS,557.0,Buenos Aires,CABA,Activo,Campaña
CLI_001675,Nancy,Samaniego,CE,969650841,1983-04-15,2025-09-24 03:32:49,BAS,811.0,Buenos Aires,CABA,Activo,Referido
CLI_001676,Octavio,Trujillo,DNI,344583699,1977-06-19,2025-06-01 03:17:45,BAS,617.0,Buenos Aires,CABA,Activo,App
CLI_001677,Patricia,Rodríguez,CC,526396932,1968-01-12,2025-06-23 23:59:28,STD,771.0,Ciudad de México,CDMX,Activo,Web
CLI_001678,Ana,Suárez,CE,645028533,1963-01-10,2025-10-30 22:36:17,BAS,802.0,Santiago,Metropolitana,Activo,App
CLI_001679,Amador,Hernández,CC,968463292,1970-11-07,2025-08-27 21:18:57,BAS,749.0,Lima,Lima,Activo,Web
CLI_001680,Asunción,Sánchez,CE,21563162,1995-12-19,2025-08-19 22:29:05,STD,606.0,Lima,Lima,Activo,App
CLI_001681,Gregorio,Aparicio,CC,719122115,1975-06-24,2026-03-27 16:22:26,BAS,690.0,Santiago,Metropolitana,Activo,Campaña
CLI_001682,Teodoro,Salazar,CE,53992952,2004-07-13,2025-07-30 16:22:11,BAS,647.0,Lima,Lima,Activo,App
CLI_001683,Juan,Valle,CC,950858026,2002-03-20,2026-01-30 11:06:57,STD,559.0,Buenos Aires,CABA,Activo,Campaña
CLI_001684,Ricardo,Feliciano,CC,105104483,1989-10-18,2026-03-22 13:21:18,ELT,682.0,Buenos Aires,CABA,Activo,Referido
CLI_001685,Hermelinda,García,DNI,474368978,1958-04-16,2025-09-02 17:00:35,BAS,532.0,Santiago,Metropolitana,Activo,Referido
CLI_001686,Julio,López,CE,697479760,1982-01-29,2026-04-24 03:02:16,STD,768.0,Lima,Lima,Activo,Referido
CLI_001687,Vilma,Correa,DNI,875426771,1990-09-06,2025-10-17 12:19:27,BAS,603.0,Bogotá,Cundinamarca,Activo,Web
CLI_001688,Lucía,Cintrón,CC,848508532,1977-03-05,2026-01-16 13:18:22,STD,670.0,Lima,Lima,Activo,Campaña
CLI_001689,Carmen,Martínez,CC,656029988,1996-01-17,2026-01-22 14:10:52,BAS,678.0,Santiago,Metropolitana,Activo,App
CLI_001690,María Teresa,Villa,CE,632901319,1957-09-21,2026-01-10 13:13:07,STD,624.0,Ciudad de México,CDMX,Activo,Campaña
CLI_001691,Isabela,López,CE,704805953,1953-08-04,2026-04-13 14:59:36,STD,708.0,Bogotá,Cundinamarca,Activo,App
CLI_001692,Carlos,Flores,DNI,985044886,1990-06-23,2025-11-02 20:05:08,BAS,602.0,Santiago,Metropolitana,Activo,App
CLI_001693,Marcela,Madera,CE,998561556,1983-01-08,2026-01-31 20:53:03,BAS,737.0,Bogotá,Cundinamarca,Activo,Campaña
CLI_001694,Mercedes,Carrero,DNI,379420581,1992-02-18,2026-04-26 21:15:43,BAS,515.0,Lima,Lima,Inactivo,Referido
CLI_001695,Nicolás,Gutiérrez,CE,760657658,1950-06-04,2025-11-21 05:05:11,ELT,662.0,Lima,Lima,Activo,Web
CLI_001696,Natalia,Giraldo,DNI,355617249,1956-06-05,2025-08-21 07:34:21,STD,843.0,Buenos Aires,CABA,Activo,Web
CLI_001697,Josué,Treviño,CE,387747416,1967-10-25,2026-04-25 01:21:34,STD,549.0,Bogotá,Cundinamarca,Activo,Web
CLI_001698,Humberto,Preciado,DNI,107101136,1998-01-29,2025-10-01 22:18:43,STD,582.0,Bogotá,Cundinamarca,Activo,Campaña
CLI_001699,Claudia,de la Rosa,CC,294198407,1987-04-27,2026-02-04 08:20:20,PRM,701.0,Santiago,Metropolitana,Activo,Referido
CLI_001700,Nancy,Villalobos,CC,190971874,1978-01-14,2026-04-09 23:30:32,BAS,667.0,Lima,Lima,Activo,Referido
CLI_001701,Socorro,Rivera,CE,822576217,1971-09-23,2026-05-19 22:54:45,STD,685.0,Buenos Aires,CABA,Activo,App
CLI_001702,Alicia,Cruz,DNI,444475766,1997-08-08,2025-08-17 03:16:08,PRM,698.0,Buenos Aires,CABA,Activo,Referido
CLI_001703,María,Gómez,CE,121267593,1951-01-22,2025-12-24 22:18:52,STD,713.0,Ciudad de México,CDMX,Activo,Referido
CLI_001704,Alonso,Castro,CE,251403853,2006-04-06,2026-01-25 05:29:20,BAS,760.0,Bogotá,Cundinamarca,Activo,Web
CLI_001705,Jaqueline,Molina,CE,251021325,1971-03-03,2026-02-15 05:44:58,STD,690.0,Bogotá,Cundinamarca,Bloqueado,Web
CLI_001706,Alexander,Cruz,CC,23334107,1988-06-18,2026-05-06 20:51:29,BAS,625.0,Ciudad de México,CDMX,Inactivo,Campaña
CLI_001707,Martín,Roybal,DNI,619977378,1966-07-25,2026-04-22 10:04:49,BAS,717.0,Buenos Aires,CABA,Activo,Campaña
CLI_001708,René,Hernández,DNI,290775198,2006-04-01,2026-01-30 14:26:28,STD,839.0,Santiago,Metropolitana,Bloqueado,Referido
CLI_001709,Juan,Martínez,CE,590216914,1984-07-28,2025-11-15 12:08:39,BAS,636.0,Ciudad de México,CDMX,Inactivo,Web
CLI_001710,Esther,Caraballo,DNI,631651927,1999-11-03,2025-10-03 22:06:44,BAS,552.0,Ciudad de México,CDMX,Bloqueado,Campaña
CLI_001711,Paula,Granado,CC,783208192,2004-08-09,2025-12-25 21:54:57,BAS,760.0,Buenos Aires,CABA,Activo,Web
CLI_001712,Juan Carlos,Caballero,CE,674437822,2002-08-11,2025-11-28 16:47:02,BAS,637.0,Bogotá,Cundinamarca,Activo,App
CLI_001713,Alfonso,Quintanilla,DNI,708230228,1985-11-29,2025-08-06 13:00:56,BAS,,Santiago,Metropolitana,Activo,Web
CLI_001714,Delia,González,DNI,306449785,1985-08-07,2025-06-25 18:26:35,STD,734.0,Bogotá,Cundinamarca,Inactivo,App
CLI_001715,Elsa,Rincón,DNI,830730879,1972-04-28,2026-03-05 03:20:51,PRM,596.0,Santiago,Metropolitana,Bloqueado,Web
CLI_001716,Manuel,Briseño,DNI,734418845,1963-07-02,2026-02-13 00:25:50,BAS,640.0,Buenos Aires,CABA,Activo,Campaña
CLI_001717,Emilia,Cintrón,CE,936353663,1986-11-28,2025-07-27 00:20:58,BAS,683.0,Buenos Aires,CABA,Activo,Referido
CLI_001718,Carlos,Molina,DNI,78320833,1971-04-11,2026-01-15 03:24:33,STD,669.0,Bogotá,Cundinamarca,Activo,Web
CLI_001719,Liliana,Vásquez,CC,41662023,1989-12-30,2025-09-05 14:58:46,STD,720.0,Ciudad de México,CDMX,Activo,App
CLI_001720,David,Barrera,DNI,762616356,1979-06-21,2025-10-07 20:30:28,PRM,606.0,Santiago,Metropolitana,Activo,Campaña
CLI_001721,Omar,Cavazos,CE,206483585,1975-03-20,2025-10-27 01:53:13,BAS,701.0,Ciudad de México,CDMX,Activo,Campaña
CLI_001722,Ángela,Rodríguez,CC,289715724,1956-04-09,2026-05-08 09:28:31,BAS,624.0,Bogotá,Cundinamarca,Activo,App
CLI_001723,Sara,García,DNI,286776096,2003-11-30,2025-10-10 22:25:17,BAS,723.0,Bogotá,Cundinamarca,Activo,App
CLI_001724,Oswaldo,Sisneros,CC,578139316,2006-07-28,2026-02-21 03:19:09,BAS,711.0,Ciudad de México,CDMX,Activo,Referido
CLI_001725,Patricio,Verduzco,DNI,412477106,1973-07-29,2025-06-11 17:44:59,PRM,556.0,Buenos Aires,CABA,Inactivo,Web
CLI_001726,Jesús,Mireles,DNI,244477138,2004-10-05,2026-02-03 04:26:23,ELT,758.0,Ciudad de México,CDMX,Activo,Web
CLI_001727,Sergio,Chávez,CE,768456398,1965-07-20,2026-01-19 21:46:47,STD,596.0,Ciudad de México,CDMX,Activo,Web
CLI_001728,Martín,Gracia,DNI,51633567,1982-02-25,2026-04-13 06:23:56,PRM,730.0,Bogotá,Cundinamarca,Activo,App
CLI_001729,Javier,Peña,CC,384793903,1954-08-25,2026-04-10 11:41:39,STD,686.0,Lima,Lima,Activo,Web
CLI_001730,Gonzalo,Vanegas,DNI,176701228,2001-11-24,2026-05-16 14:45:26,ELT,833.0,Ciudad de México,CDMX,Activo,Campaña
CLI_001731,Violeta,Mejía,CE,134963823,1952-06-26,2026-05-27 15:14:22,STD,627.0,Santiago,Metropolitana,Activo,Web
CLI_001732,Alejandra,Alvarez,CC,862608946,1995-10-01,2025-10-21 00:30:38,BAS,615.0,Santiago,Metropolitana,Activo,Campaña
CLI_001733,Manuel,Urías,CC,920290575,1981-05-27,2026-04-11 22:12:15,STD,648.0,Buenos Aires,CABA,Activo,Referido
CLI_001734,Jhon,Narváez,DNI,581150852,1953-06-11,2026-05-21 03:13:00,STD,619.0,Buenos Aires,CABA,Activo,Web
CLI_001735,Sergio,Romero,CC,324562491,1957-02-14,2025-09-18 17:39:52,PRM,729.0,Santiago,Metropolitana,Activo,Campaña
CLI_001736,Eva,Caballero,CE,122011137,1975-09-27,2025-10-25 10:31:07,BAS,488.0,Bogotá,Cundinamarca,Activo,Campaña
CLI_001737,Adela,Báez,DNI,760439942,1963-08-05,2025-09-27 19:10:19,BAS,544.0,Lima,Lima,Activo,Web
CLI_001738,Gloria,Martínez,DNI,976664363,1953-09-15,2025-07-05 15:17:15,STD,543.0,Buenos Aires,CABA,Activo,Referido
CLI_001739,Guillermo,Zelaya,CC,335285707,1985-05-12,2026-03-15 02:22:30,BAS,,Bogotá,Cundinamarca,Activo,App
CLI_001740,Víctor,Bermúdez,DNI,555863316,1978-03-09,2026-04-16 21:52:13,STD,821.0,Santiago,Metropolitana,Activo,Referido
CLI_001741,Miguel Ángel,Burbano,CC,500951003,2004-11-05,2026-02-20 12:37:23,PRM,639.0,Ciudad de México,CDMX,Activo,Referido
CLI_001742,Alex,Salas,CC,623262627,1976-02-23,2025-06-29 08:04:08,STD,633.0,Santiago,Metropolitana,Activo,Campaña
CLI_001743,Yolanda,Ayala,CE,15088230,1980-12-23,2025-08-20 00:20:14,PRM,657.0,Bogotá,Cundinamarca,Activo,Referido
CLI_001744,Blanca,Chapa,CE,995247990,2002-08-24,2025-08-08 18:17:52,STD,766.0,Ciudad de México,CDMX,Activo,Web
CLI_001745,Carlos,Vanegas,CE,740569336,1968-02-09,2026-01-19 12:46:11,STD,557.0,Lima,Lima,Activo,Referido
CLI_001746,Marcos,Cantillo,CE,751183862,1952-07-01,2025-08-19 13:35:07,BAS,673.0,Lima,Lima,Activo,Campaña
CLI_001747,Genaro,Fernández,CE,282113539,1979-05-11,2025-09-16 23:57:20,STD,747.0,Ciudad de México,CDMX,Activo,Campaña
CLI_001748,Ana María,Ordóñez,CC,721851133,1998-05-25,2025-06-17 05:35:53,STD,700.0,Santiago,Metropolitana,Activo,App
CLI_001749,Kelly,Garrido,CC,206879759,1979-02-25,2025-07-15 18:28:21,STD,668.0,Santiago,Metropolitana,Activo,Referido
CLI_001750,Andrés,Gómez,CE,585804885,1972-06-03,2026-02-20 10:30:00,BAS,750.0,Santiago,Metropolitana,Activo,Referido
CLI_001751,Harold,Arrieta,CC,102881954,2004-10-12,2025-07-13 03:13:09,STD,379.0,Santiago,Metropolitana,Activo,Web
CLI_001752,Daniel,Leal,CE,127407113,1994-05-05,2025-12-19 06:12:44,BAS,717.0,Santiago,Metropolitana,Activo,Campaña
CLI_001753,Felix,Andrade,CC,478096274,1997-04-01,2025-08-11 15:27:45,STD,584.0,Bogotá,Cundinamarca,Activo,Web
CLI_001754,Cecilia,Correa,DNI,550757095,1975-01-01,2025-11-19 15:57:38,STD,466.0,Bogotá,Cundinamarca,Activo,Web
CLI_001755,Gilberto,García,CC,173971681,1958-01-25,2026-03-09 12:39:08,BAS,701.0,Buenos Aires,CABA,Inactivo,Web
CLI_001756,Gladys,Gómez,CE,418058768,1995-02-27,2025-10-14 23:19:44,BAS,787.0,Bogotá,Cundinamarca,Activo,App
CLI_001757,Julio,Castellanos,CE,716535237,1971-05-26,2025-08-27 11:20:52,STD,636.0,Ciudad de México,CDMX,Activo,Campaña
CLI_001758,Fredy,Quiroz,DNI,319029918,1983-05-23,2025-06-27 22:41:43,STD,745.0,Buenos Aires,CABA,Activo,Referido
CLI_001759,Martha,Muñoz,CE,566249065,1951-06-03,2025-06-23 00:36:16,STD,811.0,Bogotá,Cundinamarca,Activo,Web
CLI_001760,Lucas,Venegas,CC,164067429,1987-05-30,2026-03-09 04:54:31,PRM,781.0,Lima,Lima,Activo,App
CLI_001761,Jeison,Díaz,CE,835380434,1966-06-15,2025-10-27 01:09:58,STD,,Bogotá,Cundinamarca,Activo,App
CLI_001762,Carmen,Contreras,DNI,894761546,1965-06-22,2026-01-05 21:29:38,PRM,724.0,Bogotá,Cundinamarca,Inactivo,Campaña
CLI_001763,Dulce María,Murillo,CE,987363914,1963-12-01,2025-09-18 16:47:48,STD,657.0,Santiago,Metropolitana,Activo,Referido
CLI_001764,Anel,Bastidas,CE,997226705,1982-07-08,2025-10-13 00:59:46,PRM,489.0,Santiago,Metropolitana,Activo,Referido
CLI_001765,Andrés,Zapata,CE,286178153,1989-10-07,2025-08-26 22:20:18,PRM,625.0,Ciudad de México,CDMX,Activo,App
CLI_001766,Natividad,González,CC,503848297,1970-09-15,2025-11-15 16:04:35,BAS,565.0,Ciudad de México,CDMX,Activo,Web
CLI_001767,Carlos,García,CC,445716227,1964-03-01,2025-11-04 05:03:51,BAS,850.0,Lima,Lima,Activo,Campaña
CLI_001768,Alberto,Calderón,CE,372711422,2001-03-21,2025-11-20 09:22:53,BAS,632.0,Santiago,Metropolitana,Activo,Web
CLI_001769,Yesid,Ortega,DNI,218952234,1969-11-06,2025-09-04 12:57:09,PRM,662.0,Ciudad de México,CDMX,Activo,Referido
CLI_001770,José Carlos,López,CE,701489784,1986-06-29,2026-05-16 15:54:38,BAS,705.0,Santiago,Metropolitana,Activo,Campaña
CLI_001771,Bernabé,Marroquín,CE,981388527,2003-04-24,2025-07-13 04:41:35,STD,654.0,Santiago,Metropolitana,Activo,Campaña
CLI_001772,Álvaro,Cornejo,DNI,965549324,2004-12-08,2025-06-20 18:17:21,BAS,819.0,Lima,Lima,Activo,Campaña
CLI_001773,Araceli,Vallejo,DNI,231677524,1994-08-26,2025-08-10 00:39:35,BAS,587.0,Bogotá,Cundinamarca,Activo,Referido
CLI_001774,Óliver,Zepeda,DNI,441511587,1981-09-06,2026-03-17 16:57:36,STD,669.0,Ciudad de México,CDMX,Activo,Web
CLI_001775,Valentina,Velásquez,DNI,150182452,1988-08-27,2025-11-07 17:29:53,STD,575.0,Ciudad de México,CDMX,Activo,App
CLI_001776,Olga,Moreno,CC,33049022,2003-04-07,2026-02-18 14:32:31,BAS,517.0,Bogotá,Cundinamarca,Activo,App
CLI_001777,Fabiola,Ardila,CE,227977183,1993-10-25,2025-10-07 17:53:03,STD,588.0,Lima,Lima,Inactivo,Referido
CLI_001778,Luis,Nájera,CE,636473076,1971-05-30,2026-04-23 11:41:30,PRM,646.0,Buenos Aires,CABA,Activo,Referido
CLI_001779,Fabián,Vargas,CC,871501642,1985-07-10,2026-03-01 06:03:26,STD,607.0,Lima,Lima,Activo,Web
CLI_001780,Lorenzo,Zelaya,DNI,449890432,2004-02-11,2025-08-03 09:39:47,BAS,580.0,Buenos Aires,CABA,Activo,Campaña
CLI_001781,Eugenia,Paredes,CC,722824006,1996-07-31,2026-02-27 19:11:32,PRM,509.0,Ciudad de México,CDMX,Activo,App
CLI_001782,René,Barrera,CE,417345169,1979-09-17,2026-03-21 11:23:15,BAS,,Santiago,Metropolitana,Activo,Referido
CLI_001783,María,Peralta,CC,490320597,2002-08-12,2026-05-28 13:00:36,PRM,499.0,Buenos Aires,CABA,Inactivo,Referido
CLI_001784,Mauricio,Aponte,CE,83970067,1994-10-27,2026-05-10 22:25:34,BAS,726.0,Bogotá,Cundinamarca,Activo,Campaña
CLI_001785,Antonia,Serrato,DNI,354347480,1951-10-22,2026-05-23 00:51:35,BAS,658.0,Ciudad de México,CDMX,Activo,App
CLI_001786,Carmen,Lozada,CC,677719443,2002-11-13,2025-10-16 18:09:14,PRM,504.0,Santiago,Metropolitana,Activo,Web
CLI_001787,Juan,Armenta,DNI,310911674,1969-12-15,2025-10-20 20:03:34,ELT,619.0,Ciudad de México,CDMX,Activo,App
CLI_001788,Bernardo,Barrera,CC,707293434,1993-04-08,2025-12-08 03:29:13,BAS,574.0,Ciudad de México,CDMX,Activo,Campaña
CLI_001789,Diego,Villalpando,DNI,825791527,1967-03-14,2025-11-16 03:23:00,STD,681.0,Lima,Lima,Activo,Referido
CLI_001790,Rosalia,Gil,CC,798815055,1959-04-02,2026-01-01 02:14:49,STD,,Buenos Aires,CABA,Activo,Web
CLI_001791,Gloria,Garcés,CC,756560110,1972-06-04,2026-05-18 06:52:32,STD,462.0,Santiago,Metropolitana,Activo,Referido
CLI_001792,Flor,Gutiérrez,CE,769436678,1963-11-22,2025-10-21 10:46:00,BAS,661.0,Santiago,Metropolitana,Inactivo,Referido
CLI_001793,Claudio,Gaitán,CE,99449266,1968-11-24,2026-01-01 12:34:46,PRM,633.0,Lima,Lima,Activo,App
CLI_001794,Diana,Pérez,DNI,971878483,1980-07-12,2026-04-09 19:34:21,BAS,717.0,Lima,Lima,Activo,App
CLI_001795,Inés,Lomeli,CC,175362816,1966-04-21,2025-09-03 08:33:39,STD,671.0,Lima,Lima,Activo,App
CLI_001796,Esther,Hernández,DNI,876494886,2007-10-09,2026-05-02 10:10:40,BAS,574.0,Bogotá,Cundinamarca,Activo,App
CLI_001797,Alicia,Tirado,DNI,947807653,1982-06-12,2025-07-31 16:17:51,BAS,618.0,Santiago,Metropolitana,Activo,App
CLI_001798,José Eduardo,Lerma,DNI,97140166,1950-10-22,2025-06-22 19:30:32,BAS,570.0,Ciudad de México,CDMX,Activo,App
CLI_001799,María Elena,Prada,CC,63685617,1992-11-18,2025-06-02 11:48:07,STD,757.0,Ciudad de México,CDMX,Activo,Web
CLI_001800,Maricela,Chapa,DNI,768355916,1976-03-12,2025-12-02 21:03:09,BAS,652.0,Santiago,Metropolitana,Activo,App
CLI_001801,Joaquín,Garibay,CC,198818473,1992-11-08,2025-11-19 20:33:04,ELT,840.0,Bogotá,Cundinamarca,Activo,Web
CLI_001802,Esperanza,Mascareñas,CC,210841312,1969-05-23,2026-02-27 20:09:55,STD,643.0,Bogotá,Cundinamarca,Activo,Web
CLI_001803,Liliana,Aguilera,CE,655913649,1975-07-23,2025-08-03 01:53:50,BAS,579.0,Buenos Aires,CABA,Activo,Web
CLI_001804,Alfredo,Estévez,DNI,268525560,1958-05-11,2025-11-13 15:29:07,STD,498.0,Lima,Lima,Activo,Referido
CLI_001805,John,Gutiérrez,CC,77412709,1977-09-08,2025-09-18 07:17:45,BAS,469.0,Bogotá,Cundinamarca,Activo,App
CLI_001806,Noemí,Acosta,CC,733739596,1987-03-28,2026-01-27 17:22:39,STD,491.0,Santiago,Metropolitana,Activo,App
CLI_001807,Diego,Peralta,DNI,838269527,1954-04-27,2026-03-17 01:05:13,PRM,676.0,Lima,Lima,Activo,App
CLI_001808,Teodoro,Ramos,CE,394520396,1985-12-30,2026-01-08 01:20:20,STD,700.0,Lima,Lima,Activo,Campaña
CLI_001809,Guillermo,Rincón,DNI,809904758,2001-05-04,2025-09-25 14:30:23,BAS,491.0,Lima,Lima,Activo,App
CLI_001810,Elizabeth,Carreón,CE,358287242,1985-02-04,2026-02-24 07:19:29,PRM,739.0,Santiago,Metropolitana,Activo,Campaña
CLI_001811,Camila,González,CE,173944109,1974-10-04,2025-11-28 01:17:15,BAS,601.0,Santiago,Metropolitana,Activo,Campaña
CLI_001812,Javier,Rueda,CE,944424366,2005-11-20,2025-06-10 12:10:06,STD,664.0,Lima,Lima,Activo,App
CLI_001813,Alberto,Anaya,CC,646661428,1999-02-23,2025-11-16 16:43:36,PRM,811.0,Ciudad de México,CDMX,Activo,App
CLI_001814,Lucas,Valenzuela,CE,222339412,1965-12-16,2025-10-30 23:06:08,BAS,739.0,Lima,Lima,Activo,Referido
CLI_001815,Elsa,Salazar,CE,254533205,1965-08-05,2026-04-19 06:05:34,BAS,623.0,Buenos Aires,CABA,Activo,Campaña
CLI_001816,Nayibe,Mojica,CE,724885719,2003-05-04,2025-11-16 02:30:45,BAS,560.0,Ciudad de México,CDMX,Inactivo,App
CLI_001817,Inés,Tello,CE,161910624,1968-04-24,2025-10-04 13:12:40,BAS,434.0,Buenos Aires,CABA,Inactivo,Web
CLI_001818,Sessa,Hernández,DNI,180298031,1995-08-20,2025-11-09 16:37:13,BAS,578.0,Lima,Lima,Activo,Campaña
CLI_001819,Juan,Merino,DNI,312684735,2005-07-15,2026-01-24 12:46:28,BAS,628.0,Ciudad de México,CDMX,Activo,Web
CLI_001820,Vanesa,Solano,CC,29015738,1994-11-24,2025-10-22 12:37:08,BAS,551.0,Santiago,Metropolitana,Activo,Web
CLI_001821,Cristina,Estrada,DNI,993266093,1971-06-04,2025-10-05 16:24:36,PRM,636.0,Lima,Lima,Activo,Referido
CLI_001822,José Luis,Peña,DNI,218711542,1967-04-02,2026-01-02 12:56:07,PRM,657.0,Lima,Lima,Inactivo,Web
CLI_001823,Alejandra,Sánchez,CC,534617283,2004-12-10,2026-03-03 00:00:57,STD,627.0,Ciudad de México,CDMX,Activo,Referido
CLI_001824,Cristina,Suárez,CC,679592915,1996-04-26,2025-12-16 10:29:48,BAS,584.0,Santiago,Metropolitana,Activo,Campaña
CLI_001825,Aldo,Zambrano,CC,492630761,1987-01-19,2026-01-21 00:38:13,BAS,666.0,Lima,Lima,Activo,Referido
CLI_001826,Genaro,Bermúdez,CE,274769288,1988-06-05,2026-03-04 11:27:35,BAS,694.0,Bogotá,Cundinamarca,Activo,Referido
CLI_001827,María,Cadena,CC,851474579,1979-09-07,2026-04-17 08:02:09,BAS,540.0,Buenos Aires,CABA,Activo,Referido
CLI_001828,Julián,Molina,DNI,212072903,1961-09-08,2026-01-21 20:52:28,PRM,791.0,Ciudad de México,CDMX,Activo,App
CLI_001829,Alejandra,Tamayo,DNI,867757046,1967-12-12,2025-09-23 19:22:26,STD,640.0,Ciudad de México,CDMX,Activo,Campaña
CLI_001830,Andrea,Londoño,CE,290233602,1972-04-05,2025-11-12 06:33:53,BAS,651.0,Bogotá,Cundinamarca,Activo,App
CLI_001831,Juana,Salgado,CC,405815219,1966-12-01,2026-02-09 01:40:41,BAS,720.0,Santiago,Metropolitana,Activo,Web
CLI_001832,María Cristina,Vélez,CC,647636286,2005-08-09,2025-11-21 11:24:24,BAS,673.0,Buenos Aires,CABA,Activo,Referido
CLI_001833,Marisela,Acosta,CE,315761709,1973-06-19,2025-11-25 01:41:56,BAS,745.0,Buenos Aires,CABA,Activo,App
CLI_001834,Isabel,Cadena,DNI,522283853,1987-09-15,2025-07-19 02:58:15,BAS,678.0,Lima,Lima,Activo,Campaña
CLI_001835,Juan,Cisneros,DNI,357768046,1962-06-19,2025-12-31 15:33:23,BAS,,Santiago,Metropolitana,Activo,App
CLI_001836,José,Bahena,DNI,52285535,1986-03-06,2026-02-05 22:58:56,PRM,686.0,Buenos Aires,CABA,Activo,Web
CLI_001837,Jairo,Arce,CC,172746974,1965-01-14,2025-12-10 21:21:41,BAS,535.0,Bogotá,Cundinamarca,Activo,Web
CLI_001838,Alfredo,Barrios,CE,97143515,1990-05-20,2025-07-06 16:11:30,BAS,660.0,Lima,Lima,Activo,Campaña
CLI_001839,Jean,Medina,CE,699147591,1982-01-24,2025-11-03 13:29:19,STD,646.0,Buenos Aires,CABA,Activo,App
CLI_001840,Bernardo,Bermúdez,CC,829011687,1991-07-15,2026-04-13 06:25:26,PRM,629.0,Ciudad de México,CDMX,Activo,Web
CLI_001841,Cynthia,de la Crúz,CC,66353302,1957-10-20,2025-06-22 22:45:01,STD,637.0,Buenos Aires,CABA,Activo,Campaña
CLI_001842,Alfonso,Zapata,CC,944674158,1975-10-20,2025-06-17 11:08:54,BAS,,Ciudad de México,CDMX,Activo,Campaña
CLI_001843,Pilar,González,CC,557873486,1958-07-14,2026-03-21 14:05:11,STD,595.0,Santiago,Metropolitana,Activo,Campaña
CLI_001844,José,Londoño,DNI,48660704,1992-03-05,2025-12-31 14:39:40,BAS,659.0,Ciudad de México,CDMX,Activo,App
CLI_001845,Sessa,Delgado,CE,556694183,1958-08-18,2025-10-14 16:28:18,PRM,665.0,Buenos Aires,CABA,Activo,Web
